0.65 2.6 -0.62 -0.7 -0.46
1.2 -0.65 -0.59 1.38 -1.17
1.04 -1 0.93 -2.95 -0.3
-1 -0.54 -0.07 0.96 0.77
1.85 -0.11 -0.94 1.06 0.24
-0.67 0.6 -0.63 1.35 0.75
0.11 0.42 -0.58 -0.4 -1.77
-0.42 -0.11 0.19 0.84 0.12
-0.12 -0.86 0.54 0.22 0.69
0.19 1.13 -0.42 -0.64 1.38
0.12 0.92 -0.34 0.55 -2.74
-0.03 -0.72 0.52 0.37 -0.78
0.11 0.69 -0.87 -0.39 0.81
-0.49 0.45 -0.16 -0.46 0.52
-0.5 1.05 -0.14 -0.27 0.36
-1.66 0.15 -0.77 0.5 -1.6
-0.38 -1.14 -0.66 -0.05 -0.32
-0.51 0.8 -0.31 -1.35 -2.16
2.7 -0.73 -0.88 0.31 0.02
-1.36 0.53 -0.1 -0.37 -0.99
0.14 1.67 -1.28 0.76 -1.44
-1.49 -1.42 0.38 -1.21 0.17
-1.47 1.56 -0.47 -1.91 1.82
0.12 1.35 0.8 -0.5 -1.58
-1 -0.53 0.43 -0.64 -0.87
0 -0.25 -0.51 0.68 -0.2
-0.43 -0.69 -0.35 -1.87 -0.71
-0.61 -0.57 0.61 -1.07 -1.04
-2.02 0.58 0.74 -0.13 0.61
-1.22 -0.9 0.48 -0.74 -1.01
0.18 -0.19 0.33 -0.19 -0.16
0.57 -0.14 -1.78 -1.2 0.98
-0.49 -0.1 0.12 -0.82 0.36
0 0.18 -1.42 -0.92 -1.61
1.12 1.6 0.08 -1.74 1.31
1.44 -0.45 -0.66 0.38 0.54
-1.1 -0.79 -0.11 -0.54 0.22
-0.12 0.79 -1.18 -0.56 -0.13
1.2 0.38 -0.16 1.11 -0.87
-0.47 0.24 1.52 0.67 -0.83
-0.05 0.59 1.83 -0.69 -0.95
-0.09 -1.41 -2.49 0.88 -1.39
-0.89 1.06 -1.65 -0.38 0.53
-0.44 0.45 -1.42 -0.43 -1.36
-0.03 0.95 -1.28 0.17 0.42
-0.41 -0.6 2.08 0.14 -0.85
1.11 -1.84 1.02 -0.11 0.87
-0.48 -0.48 -0.11 -0.25 1.03
-0.43 -0.91 0.98 0.4 0.02
0.7 2.22 2.26 0.99 0.4
-1.06 -0.41 0.64 -0.39 0.28
-0.04 -0.22 1.78 1.45 -1.41
-1.55 1.06 -1.15 -0.83 0.8
1.17 0.62 -1.08 2 0.78
-0.27 0.67 1.07 0.82 -0.91
-0.47 2.63 0.89 -0.36 -1
-1.24 0.17 0.87 -2.13 0.36
-0.01 1.91 0.49 -0.4 -1.09
-0.8 0.25 -0.47 -0.35 0.18
-0.53 -1.46 0.95 1.44 0.63
1.29 -2.23 1.85 0.38 -0.27
-0.18 0.65 1.24 -1.82 -0.14
-1.07 -1 -1.38 0.27 -0.69
0.16 0.04 0.47 -0.94 -0.31
-0.36 1.78 0.01 -1.7 -0.57
0.59 0.35 0.09 0.92 2.53
1.43 -0.29 -0.18 0.6 0.6
-0.99 -1.92 -1.27 -0.4 1.13
0.45 -0.8 0.33 1.44 -0.47
0.08 -0.58 1.35 -0.31 -0.21
0.9 0.68 1.64 -1.69 2.75
-0.23 0.48 0.48 0.91 -0.83
0.84 0.01 -0.74 -0.68 -0.64
-1.75 0.18 -0.58 0.14 -0.14
1.69 -0.29 -0.61 -0.92 1.1
0.86 0.03 0.6 -1.3 -3
-0.15 0.27 -0.24 0.44 2.05
-1.45 0.45 2.9 -0.9 -1.09
0.64 1.83 -0.27 -0.54 -1.23
0.48 -1.11 0.15 0.72 -0.34
-0.01 1.47 -0.21 -2.56 0.66
0.15 0.67 -0.64 -0.94 -0.85
-0.58 -1.55 0.85 1.53 -1.88
0.37 -0.28 -0.53 -0.01 -0.49
0.29 -0.63 0 -1.68 0.33
-0.28 -0.93 -0.28 -0.05 0.87
-1.34 -1.54 -2.83 0.05 1.14
0.7 -0.49 0.65 -0.78 -0.43
0.55 -0.44 0.16 -0.69 1.46
-0.84 -0.32 -0.85 -0.04 1.2
-1.59 -2.06 1.36 0.84 -0.46
0.2 0.44 -1.26 -0.84 0.91
-0.35 0.75 -1.78 0.72 1.06
0.25 0.79 -0.69 -1.87 -1.38
-1.29 0.77 -1.18 1.99 1.52
-0.96 0.2 0.79 0.77 -0.08
1.09 1.47 0.09 -0.62 0.5
0.4 -0.88 -0.37 -0.1 -0.09
0.59 -1.23 0.01 -1.23 -0.69
1.82 0.34 -0.95 -0.93 1.53
0.13 0.44 0.18 0.3 1.31
-2 -0.75 0.19 -2.06 -1.07
0.33 0.04 -0.07 0.68 -0.02
1.17 0.32 0 0.84 0.54
2.06 0.38 -1.11 0.12 -1.78
-1.38 0.88 0.94 -0.79 -0.45
-1.15 0.93 -1.49 0.63 0.48
-0.71 -2.43 2.23 -0.2 -0.35
-1.05 1.73 1.62 1.78 -2.04
-0.65 0.46 0.52 0.5 -1.48
-0.19 -0.57 -1.35 1.86 -0.92
-1.2 -1.11 0.43 -0.61 0.17
2.04 0.91 -1.66 1.15 -1.82
0.11 0.33 -0.27 0.97 0.5
-0.08 1.08 0.79 0.64 1.06
0.5 -0.06 0.84 1.77 -0.57
0.04 -0.24 0.03 1.18 0.94
-0.13 2.24 -0.24 1.1 0.97
1.48 -2.04 0.26 1.38 -0.02
-0.22 0.39 -1.59 -0.72 -0.36
-1.28 0.38 -0.38 0.69 -0.19
0.39 0.44 1.81 1.27 -1.88
-0.35 0.56 -1.74 -1.87 0.56
-0.52 -0.28 1.63 1.25 0.34
-1.07 1.17 0.53 -1.08 -0.15
0.43 -2.45 -0.36 -1.47 -2.72
-0.17 -0.81 2.24 -0.1 0.29
0.52 -0.12 -0.04 -1.71 0.57
-0.23 0.16 1.89 -0.77 -0.87
-0.66 0.41 0.02 0.85 1.01
1.25 0.64 0.55 0.08 0.58
-0.27 -1.51 -0.57 1.29 -1.19
0.95 0.01 -0.93 0.28 -0.96
-1.2 0.52 -2 -1.71 -0.22
-0.47 1.33 -0.62 -1.15 -0.99
-0.27 -0.11 0.73 0.16 -1.05
-0.39 1.6 -1.1 -0.43 1.36
1.35 -0.28 -1.16 0.91 -1.16
-0.02 -0.05 -0.44 0.15 0.26
0.24 0.16 0.16 -1.11 -1.56
-0.94 -0.5 -0.49 -0.55 -0.01
-0.73 0.72 1.21 1.02 0.57
1 -1.35 0.29 -0.95 1.11
1.26 -0.01 -0.04 -1.5 -1.12
1.25 -0.54 -1.1 0.57 -0.75
-1.38 -0.55 -0.94 0.18 0.9
2.05 1.15 0.46 -0.8 0.59
1.02 1.05 -0.33 -0.05 -0.29
-0.03 1.6 1.11 0.15 0.05
0.7 -0.26 -1.63 -0.77 -0.49
-0.97 0.03 0.34 0.36 0.71
